file	testName	solver	runs	failures	med_build_s	med_solve_s	med_tot_s	med_its	max_err
aniso.paper.seed1.reps3.jld2	aniso_grid_sddm(2.0e8,1.0)	ac-s2m2	3	0	260.393474817276	87.3975019454956	347.7909767627716	20.0	9.192876892755754e-9
aniso.paper.seed1.reps3.jld2	aniso_grid_sddm(2.0e8,1.0)	cmg-k	3	0	35.46136999130249	170.91834616661072	206.3797161579132	30.0	4.544822248096426e-9
aniso.paper.seed1.reps3.jld2	aniso_grid_sddm(2.0e8,1.0)	cmg-v	3	0	34.47623586654663	148.63227486610413	183.10851073265076	28.0	5.988941949853252e-9
aniso.paper.seed1.reps3.jld2	aniso_grid_sddm(2.0e8,10.0)	ac	3	0	160.65988898277283	100.6696629524231	261.7450740337372	26.0	9.721163007257362e-9
aniso.paper.seed1.reps3.jld2	aniso_grid_sddm(2.0e8,10.0)	ac-s2m2	3	0	395.97180104255676	105.22317790985107	501.0317370891571	20.0	6.651193959575193e-9
aniso.paper.seed1.reps3.jld2	aniso_grid_sddm(2.0e8,10.0)	cmg-k	3	0	35.65705895423889	151.9891369342804	187.6461958885193	29.0	7.067126160585049e-9
aniso.paper.seed1.reps3.jld2	aniso_grid_sddm(2.0e8,10.0)	cmg-v	3	0	34.67489290237427	241.99330592155457	276.6950697898865	28.0	6.876345434326001e-9
aniso.paper.seed1.reps3.jld2	aniso_grid_sddm(2.0e8,100.0)	ac	3	0	139.1342568397522	88.15698385238647	227.29124069213867	26.0	6.404445409516045e-9
aniso.paper.seed1.reps3.jld2	aniso_grid_sddm(2.0e8,100.0)	ac-s2m2	3	0	348.6111309528351	89.49378108978271	438.1049120426178	19.0	8.508211109181037e-9
aniso.paper.seed1.reps3.jld2	aniso_grid_sddm(2.0e8,100.0)	cmg-k	3	0	34.77691912651062	135.33179783821106	171.01428079605103	29.0	7.835927860989333e-9
aniso.paper.seed1.reps3.jld2	aniso_grid_sddm(2.0e8,100.0)	cmg-v	3	0	32.851590156555176	140.7010099887848	173.55260014533997	28.0	6.431869032761808e-9
aniso.paper.seed1.reps3.jld2	aniso_grid_sddm(2.0e8,1000.0)	ac	3	0	97.07477378845215	57.71539306640625	154.7901668548584	22.0	9.830370172983767e-9
aniso.paper.seed1.reps3.jld2	aniso_grid_sddm(2.0e8,1000.0)	ac-s2m2	3	0	175.02244591712952	58.23465013504028	233.2570960521698	18.0	6.857720956532257e-9
aniso.paper.seed1.reps3.jld2	aniso_grid_sddm(2.0e8,1000.0)	cmg-k	3	0	22.18140196800232	36.61791396141052	58.807453870773315	18.0	5.483838213119228e-9
aniso.paper.seed1.reps3.jld2	aniso_grid_sddm(2.0e8,1000.0)	cmg-v	3	0	21.371994972229004	57.74674391746521	79.11873888969421	17.0	7.488776710756655e-9
aniso.smoke.seed1.reps2.jld2	aniso_grid_sddm(200000.0,0.01)	ac	2	0	0.044777631759643555	0.02239847183227539	0.06717610359191895	20.0	5.681361460085044e-9
aniso.smoke.seed1.reps2.jld2	aniso_grid_sddm(200000.0,0.01)	ac-s2m2	2	0	0.08561456203460693	0.0200040340423584	0.10561859607696533	16.0	6.640767623851656e-9
aniso.smoke.seed1.reps2.jld2	aniso_grid_sddm(200000.0,0.01)	cmg-k	2	0	0.017245054244995117	0.030960559844970703	0.04820561408996582	22.0	6.779299600107859e-9
aniso.smoke.seed1.reps2.jld2	aniso_grid_sddm(200000.0,0.01)	cmg-v	2	0	0.01661694049835205	0.039525508880615234	0.056142449378967285	21.0	6.7845117622790635e-9
aniso.smoke.seed1.reps2.jld2	aniso_grid_sddm(200000.0,100.0)	ac	2	0	0.04816699028015137	0.025768399238586426	0.07393538951873779	17.0	6.02070156218432e-9
aniso.smoke.seed1.reps2.jld2	aniso_grid_sddm(200000.0,100.0)	ac-s2m2	2	0	0.08457696437835693	0.022405385971069336	0.10698235034942627	14.5	9.138343777750551e-9
aniso.smoke.seed1.reps2.jld2	aniso_grid_sddm(200000.0,100.0)	cmg-k	2	0	0.019243478775024414	0.022713541984558105	0.04195702075958252	15.0	7.560411374796296e-9
aniso.smoke.seed1.reps2.jld2	aniso_grid_sddm(200000.0,100.0)	cmg-v	2	0	0.017991065979003906	0.021550893783569336	0.03954195976257324	15.0	9.838337450390281e-9
checkered.paper.seed1.reps3.jld2	checkered_grid_sddm(2.0e8, 2, 2, 2, 1.0e7)	ac	3	0	184.3158631324768	171.512619972229	357.93670892715454	40.0	9.043302862837815e-9
checkered.paper.seed1.reps3.jld2	checkered_grid_sddm(2.0e8, 2, 2, 2, 1.0e7)	ac-s2m2	3	0	369.37409114837646	303.0597629547119	672.4338541030884	31.0	7.915493199303005e-9
checkered.paper.seed1.reps3.jld2	checkered_grid_sddm(2.0e8, 2, 2, 2, 1.0e7)	cmg-k	3	0	22.849096059799194	83.6426088809967	107.44740796089172	30.0	6.8314754206961915e-9
checkered.paper.seed1.reps3.jld2	checkered_grid_sddm(2.0e8, 2, 2, 2, 1.0e7)	cmg-v	3	0	20.779393911361694	100.98310899734497	121.76250290870667	29.0	9.590195400307765e-9
checkered.paper.seed1.reps3.jld2	checkered_grid_sddm(2.0e8, 4, 4, 4, 1.0e7)	ac	3	0	164.04986000061035	260.61978912353516	424.6696491241455	47.0	8.811589180113729e-9
checkered.paper.seed1.reps3.jld2	checkered_grid_sddm(2.0e8, 4, 4, 4, 1.0e7)	ac-s2m2	3	0	405.1628749370575	262.41796112060547	674.6495659351349	35.0	8.644676392835546e-9
checkered.paper.seed1.reps3.jld2	checkered_grid_sddm(2.0e8, 4, 4, 4, 1.0e7)	cmg-k	3	0	23.23097515106201	81.55417990684509	105.2604501247406	29.0	1.8592031099823468e-7
checkered.paper.seed1.reps3.jld2	checkered_grid_sddm(2.0e8, 4, 4, 4, 1.0e7)	cmg-v	3	0	20.585757970809937	84.50845098495483	105.09420895576477	28.0	7.97267656461647e-9
checkered.paper.seed1.reps3.jld2	checkered_grid_sddm(2.0e8, 8, 8, 8, 1.0e7)	ac	3	0	209.2760260105133	271.0423119068146	487.9408462047577	51.0	9.928724436772689e-9
checkered.paper.seed1.reps3.jld2	checkered_grid_sddm(2.0e8, 8, 8, 8, 1.0e7)	ac-s2m2	3	0	367.3354778289795	275.7540419101715	638.7560479640961	40.0	9.608168074820031e-9
checkered.paper.seed1.reps3.jld2	checkered_grid_sddm(2.0e8, 8, 8, 8, 1.0e7)	cmg-k	3	0	23.797985076904297	80.01921200752258	103.81719708442688	27.0	8.68909526155472e-9
checkered.paper.seed1.reps3.jld2	checkered_grid_sddm(2.0e8, 8, 8, 8, 1.0e7)	cmg-v	3	0	23.447391033172607	86.02074384689331	109.46813488006592	26.0	9.218255072953873e-9
checkered.paper.seed1.reps3.jld2	checkered_grid_sddm(2.0e8, 16, 16, 16, 1.0e7)	ac	3	0	191.9429681301117	294.69547510147095	449.07696509361267	52.0	9.780738175590741e-9
checkered.paper.seed1.reps3.jld2	checkered_grid_sddm(2.0e8, 16, 16, 16, 1.0e7)	ac-s2m2	3	0	414.8098258972168	318.51113200187683	732.7003719806671	42.0	9.121439327308733e-9
checkered.paper.seed1.reps3.jld2	checkered_grid_sddm(2.0e8, 16, 16, 16, 1.0e7)	cmg-k	3	0	27.75463604927063	97.7257170677185	123.54817700386047	29.0	6.516514512718886e-9
checkered.paper.seed1.reps3.jld2	checkered_grid_sddm(2.0e8, 16, 16, 16, 1.0e7)	cmg-v	3	0	25.351891040802002	100.01097393035889	125.36286497116089	28.0	9.821248199393844e-9
checkered.paper.seed1.reps3.jld2	checkered_grid_sddm(2.0e8, 32, 32, 32, 1.0e7)	ac	3	0	181.69263291358948	290.47257709503174	503.2412300109863	56.0	9.522034765340137e-9
checkered.paper.seed1.reps3.jld2	checkered_grid_sddm(2.0e8, 32, 32, 32, 1.0e7)	ac-s2m2	3	0	367.3969359397888	321.7924520969391	688.0687770843506	45.0	8.27696744217094e-9
checkered.paper.seed1.reps3.jld2	checkered_grid_sddm(2.0e8, 32, 32, 32, 1.0e7)	cmg-k	3	0	32.700846910476685	102.10281896591187	134.25532913208008	31.0	6.865908948436245e-9
checkered.paper.seed1.reps3.jld2	checkered_grid_sddm(2.0e8, 32, 32, 32, 1.0e7)	cmg-v	3	0	30.514806032180786	101.90859699249268	131.81005716323853	28.0	7.206626015588811e-9
checkered.paper.seed1.reps3.jld2	checkered_grid_sddm(2.0e8, 64, 64, 64, 1.0e7)	ac	3	0	196.35250306129456	298.64765906333923	506.704106092453	62.0	9.91050742713425e-9
checkered.paper.seed1.reps3.jld2	checkered_grid_sddm(2.0e8, 64, 64, 64, 1.0e7)	ac-s2m2	3	0	350.3798840045929	332.5468530654907	748.0585367679596	47.0	9.972169715893588e-9
checkered.paper.seed1.reps3.jld2	checkered_grid_sddm(2.0e8, 64, 64, 64, 1.0e7)	cmg-k	3	0	28.544853925704956	65.53195905685425	94.0768129825592	25.0	8.71271650611817e-9
checkered.paper.seed1.reps3.jld2	checkered_grid_sddm(2.0e8, 64, 64, 64, 1.0e7)	cmg-v	3	0	24.978806018829346	84.58417701721191	106.43520998954773	25.0	6.725767600168858e-9
checkered.paper.seed1.reps3.jld2	checkered_grid_sddm(2.0e8, 128, 128, 128, 1.0e7)	ac	3	0	152.22082114219666	240.6862349510193	392.90705609321594	53.0	9.751276759519805e-9
checkered.paper.seed1.reps3.jld2	checkered_grid_sddm(2.0e8, 128, 128, 128, 1.0e7)	ac-s2m2	3	0	412.27303290367126	200.60025787353516	612.8732907772064	34.0	9.754502311885046e-9
checkered.paper.seed1.reps3.jld2	checkered_grid_sddm(2.0e8, 128, 128, 128, 1.0e7)	cmg-k	3	0	33.707762002944946	79.27673006057739	112.98449206352234	20.0	5.926066740950292e-9
checkered.paper.seed1.reps3.jld2	checkered_grid_sddm(2.0e8, 128, 128, 128, 1.0e7)	cmg-v	3	0	35.03978610038757	125.87831616401672	160.9181022644043	28.0	9.900929635161489e-9
checkered.smoke.seed1.reps2.jld2	checkered_grid_sddm(200000.0, 2, 2, 2, 1.0e7)	ac	2	0	0.04131805896759033	0.03810000419616699	0.07941806316375732	33.5	9.496262469989287e-9
checkered.smoke.seed1.reps2.jld2	checkered_grid_sddm(200000.0, 2, 2, 2, 1.0e7)	ac-s2m2	2	0	0.09195137023925781	0.032466888427734375	0.12441825866699219	25.5	6.390622168326201e-9
checkered.smoke.seed1.reps2.jld2	checkered_grid_sddm(200000.0, 2, 2, 2, 1.0e7)	cmg-k	2	0	0.014933943748474121	0.03701496124267578	0.0519489049911499	26.5	7.273677832307643e-9
checkered.smoke.seed1.reps2.jld2	checkered_grid_sddm(200000.0, 2, 2, 2, 1.0e7)	cmg-v	2	0	0.014998555183410645	0.05201160907745361	0.06701016426086426	25.5	8.03933304840565e-9
chimeraIPM.paper.seed1.reps1.jld2	uni_chimera_i1	ac	1	0	0.7142870426177979	0.17738699913024902	0.8916740417480469	17.0	4.579541591748837e-9
chimeraIPM.paper.seed1.reps1.jld2	uni_chimera_i1	ac-s2m2	1	0	1.801482915878296	0.22721505165100098	2.028697967529297	14.0	4.194344556844427e-9
chimeraIPM.paper.seed1.reps1.jld2	uni_chimera_i1	cmg-k	1	0	0.18685483932495117	0.3012681007385254	0.48812294006347656	20.0	5.029335597273748e-9
chimeraIPM.paper.seed1.reps1.jld2	uni_chimera_i1	cmg-v	1	0	0.18025803565979004	0.24303483963012695	0.423292875289917	19.0	6.132505001563843e-9
chimeraIPM.paper.seed1.reps1.jld2	uni_chimera_i2	ac	1	0	0.20501184463500977	0.10750317573547363	0.3125150203704834	21.0	8.364081247013865e-9
chimeraIPM.paper.seed1.reps1.jld2	uni_chimera_i2	ac-s2m2	1	0	0.4221830368041992	0.09985899925231934	0.5220420360565186	16.0	5.467207059075357e-9
chimeraIPM.paper.seed1.reps1.jld2	uni_chimera_i2	cmg-k	1	0	0.1049339771270752	0.2149801254272461	0.3199141025543213	23.0	5.270154913041397e-9
chimeraIPM.paper.seed1.reps1.jld2	uni_chimera_i2	cmg-v	1	0	0.10248517990112305	0.19651508331298828	0.29900026321411133	21.0	5.318560154414943e-9
chimeraIPM.paper.seed1.reps1.jld2	uni_chimera_i3	ac	1	0	0.08524608612060547	0.09879302978515625	0.18403911590576172	26.0	6.141374780540884e-9
chimeraIPM.paper.seed1.reps1.jld2	uni_chimera_i3	ac-s2m2	1	0	0.2473468780517578	0.07750391960144043	0.32485079765319824	18.0	9.988505462840083e-9
chimeraIPM.paper.seed1.reps1.jld2	uni_chimera_i3	cmg-k	1	0	0.08376002311706543	0.22321486473083496	0.3069748878479004	30.0	6.130330940324155e-9
chimeraIPM.paper.seed1.reps1.jld2	uni_chimera_i3	cmg-v	1	0	0.08078503608703613	0.19673895835876465	0.2775239944458008	31.0	6.160282325342754e-9
chimeraIPM.paper.seed1.reps1.jld2	uni_chimera_i4	ac	1	0	0.3514251708984375	0.13918709754943848	0.490612268447876	21.0	5.3761403496572574e-9
chimeraIPM.paper.seed1.reps1.jld2	uni_chimera_i4	ac-s2m2	1	0	0.835517168045044	0.15285992622375488	0.9883770942687988	16.0	6.4950143989358305e-9
chimeraIPM.paper.seed1.reps1.jld2	uni_chimera_i4	cmg-k	1	0	0.11666083335876465	0.33670997619628906	0.4533708095550537	37.0	8.216355183411043e-9
chimeraIPM.paper.seed1.reps1.jld2	uni_chimera_i4	cmg-v	1	0	0.11493492126464844	0.30156803131103516	0.4165029525756836	35.0	7.842052810416535e-9
chimeraIPM.paper.seed1.reps1.jld2	uni_chimera_i5	ac	1	0	0.1525108814239502	0.07970595359802246	0.23221683502197266	17.0	4.560432277550827e-9
chimeraIPM.paper.seed1.reps1.jld2	uni_chimera_i5	ac-s2m2	1	0	0.46561717987060547	0.08336305618286133	0.5489802360534668	13.0	7.467118361584974e-9
chimeraIPM.paper.seed1.reps1.jld2	uni_chimera_i5	cmg-k	1	0	0.5006198883056641	0.2163410186767578	0.7169609069824219	18.0	5.1213195402922945e-9
chimeraIPM.paper.seed1.reps1.jld2	uni_chimera_i5	cmg-v	1	0	0.12779998779296875	0.17057013511657715	0.2983701229095459	17.0	8.891389988189739e-9
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(100), 50)	ac	3	0	0.13865089416503906	0.18838882446289062	0.32665491104125977	86.0	9.889779528911733e-9
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(100), 50)	ac-s2m2	3	0	0.3335990905761719	0.06515789031982422	0.3987569808959961	30.0	9.513862017290334e-9
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(100), 50)	cmg-k	3	0	0.14461302757263184	0.15869402885437012	0.302152156829834	10.0	3.0614161682612896e-9
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(100), 50)	cmg-v	3	0	0.14355993270874023	0.07839202880859375	0.22195196151733398	7.0	9.53221890083553e-12
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(150), 75)	ac	3	0	0.6093189716339111	0.9041399955749512	1.5298779010772705	123.0	9.31833240484529e-9
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(150), 75)	ac-s2m2	3	0	1.41298508644104	0.23160696029663086	1.644482135772705	32.0	9.800596654128788e-9
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(150), 75)	cmg-k	3	0	0.4358220100402832	0.43498706817626953	0.8784549236297607	8.0	7.231774725325298e-9
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(150), 75)	cmg-v	3	0	0.4281580448150635	0.263289213180542	0.6860320568084717	7.0	1.0564278354368683e-11
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(200), 100)	ac	3	0	1.5700881481170654	3.269496202468872	4.909695148468018	186.0	9.690955320503231e-9
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(200), 100)	ac-s2m2	3	0	3.440115213394165	0.5966918468475342	4.036807060241699	35.0	9.78558479725909e-9
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(200), 100)	cmg-k	3	0	1.1277151107788086	1.4083919525146484	2.533431053161621	11.0	5.112381610046757e-9
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(200), 100)	cmg-v	3	0	1.15842604637146	0.6194839477539062	1.7788419723510742	7.0	1.2011478205189567e-11
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(250), 125)	ac	3	0	3.3705718517303467	8.214386940002441	11.584958791732788	246.0	9.81031500299245e-9
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(250), 125)	ac-s2m2	3	0	6.8834779262542725	1.2798399925231934	8.139518737792969	38.0	8.859329237632482e-9
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(250), 125)	cmg-k	3	0	2.5755960941314697	2.697340965270996	5.2776570320129395	11.0	5.451951199245519e-9
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(250), 125)	cmg-v	3	0	2.5318520069122314	1.184844970703125	3.719897985458374	7.0	1.8469494562015373e-11
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(300), 150)	ac	3	0	5.537723064422607	16.98473596572876	22.522459030151367	304.0	9.485545939127951e-9
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(300), 150)	ac-s2m2	3	0	13.886229991912842	2.2662758827209473	16.175530910491943	39.0	8.974245225728158e-9
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(300), 150)	cmg-k	3	0	3.9867100715637207	5.504791021347046	9.502377033233643	13.0	4.918937637031864e-9
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(300), 150)	cmg-v	3	0	4.226477861404419	2.0280380249023438	6.245805978775024	7.0	2.2891295936509015e-11
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(350), 175)	ac	3	0	10.149128913879395	34.797810077667236	44.98135805130005	374.0	9.90479563637054e-9
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(350), 175)	ac-s2m2	3	0	21.94659113883972	3.5751149654388428	25.521706104278564	39.0	9.52006511190439e-9
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(350), 175)	cmg-k	3	0	6.504777908325195	9.514273881912231	16.030160903930664	14.0	1.7570494254272422e-9
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(350), 175)	cmg-v	3	0	6.445746183395386	3.272855043411255	9.715302228927612	7.0	1.9666691452336717e-11
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(400), 200)	ac	3	0	14.95730185508728	58.53310203552246	74.00022220611572	431.0	9.973144453829332e-9
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(400), 200)	ac-s2m2	3	0	32.86216497421265	5.284780025482178	38.604580879211426	39.0	8.91056442421264e-9
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(400), 200)	cmg-k	3	0	10.317627906799316	14.260990142822266	24.578618049621582	14.0	7.065460311722261e-9
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(400), 200)	cmg-v	3	0	10.396756887435913	4.853851079940796	15.250607967376709	7.0	3.027563154447109e-11
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(450), 225)	ac	3	0	23.473201990127563	101.76314496994019	124.1710479259491	514.0	9.8666410467787e-9
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(450), 225)	ac-s2m2	3	0	50.951663970947266	8.154234170913696	59.10589814186096	41.0	9.322876430319824e-9
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(450), 225)	cmg-k	3	0	14.504333972930908	11.546473026275635	26.054665088653564	8.0	7.19141002507664e-9
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(450), 225)	cmg-v	3	0	14.57733702659607	6.912369012832642	21.44331192970276	7.0	3.065472385134337e-11
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(500), 250)	ac	3	0	29.015025854110718	170.36148810386658	199.3765139579773	638.0	2.3835661384592094e-5
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(500), 250)	ac-s2m2	3	0	71.56485986709595	11.535733938217163	82.26750302314758	43.0	9.134236593995941e-9
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(500), 250)	cmg-k	3	0	19.871739149093628	13.367011070251465	33.23875021934509	7.0	7.483430609882714e-9
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(500), 250)	cmg-v	3	0	19.99110507965088	9.181761026382446	29.172866106033325	7.0	3.232322148551374e-11
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(550), 275)	ac	3	0	43.41236710548401	221.8423891067505	265.5358431339264	627.0	6.232583558844328e-7
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(550), 275)	ac-s2m2	3	0	98.80807900428772	14.894191980361938	113.38853812217712	42.0	9.560232763654942e-9
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(550), 275)	cmg-k	3	0	26.1980459690094	17.635562896728516	43.87174677848816	7.0	5.575059425561583e-9
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(550), 275)	cmg-v	3	0	26.385426998138428	12.001235961914062	38.41972494125366	7.0	2.701126695932332e-11
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(600), 300)	ac	3	0	56.961835861206055	286.95976400375366	343.9215998649597	629.0	9.89002895760905e-9
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(600), 300)	ac-s2m2	3	0	120.01095294952393	18.734009981155396	138.65942001342773	41.0	9.573327132781554e-9
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(600), 300)	cmg-k	3	0	32.01927995681763	22.878047943115234	54.89732789993286	7.0	3.6602464612887135e-9
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(600), 300)	cmg-v	3	0	31.91252303123474	15.606369018554688	47.523191928863525	7.0	2.7037184950359077e-11
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(650), 325)	ac	3	0	69.45431900024414	423.4511570930481	493.7035331726074	741.0	3.1042412431351476e-6
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(650), 325)	ac-s2m2	3	0	95.89650583267212	15.418985843658447	111.31549167633057	42.0	9.478474464575029e-9
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(650), 325)	cmg-k	3	0	18.413465976715088	14.76630187034607	32.87608981132507	7.0	3.2178703652332038e-9
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(650), 325)	cmg-v	3	0	18.582149982452393	10.57225489616394	28.699635982513428	7.0	3.16046125540828e-11
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(700), 350)	ac	3	0	46.18871092796326	386.6952588558197	434.151535987854	864.0	2.9088822851523187e-8
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(700), 350)	ac-s2m2	3	0	116.0774781703949	19.533262014389038	135.92325735092163	44.0	9.201172089592568e-9
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(700), 350)	cmg-k	3	0	22.580981969833374	18.33332395553589	40.93359708786011	7.0	2.649593368966987e-9
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(700), 350)	cmg-v	3	0	22.055115938186646	12.304654836654663	34.35977077484131	7.0	4.182333631782485e-11
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(750), 375)	ac	3	0	75.12424993515015	351.78717398643494	427.80763506889343	636.0	0.014974399906537953
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(750), 375)	ac-s2m2	3	0	131.77507090568542	24.732516050338745	156.93507885932922	45.0	9.502548757223813e-9
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(750), 375)	cmg-k	3	0	28.47298312187195	22.726456880569458	51.401206254959106	7.0	2.354974973333123e-9
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(750), 375)	cmg-v	3	0	28.374758005142212	15.495720863342285	43.8704788684845	7.0	3.298572231390136e-11
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(800), 400)	ac	3	0	93.75006294250488	267.0581200122833	360.8081829547882	399.0	0.006072600212913224
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(800), 400)	ac-s2m2	3	0	161.88030695915222	29.882615089416504	190.714124917984	44.0	9.96908876234696e-9
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(800), 400)	cmg-k	3	0	34.409924030303955	27.927733182907104	62.44153332710266	7.0	2.0259122502126073e-9
sachdeva_star.paper.seed1.reps3.jld2	star_join(complete_graph(800), 400)	cmg-v	3	0	33.759109020233154	18.699821949005127	52.45893096923828	7.0	2.9542435423710156e-11
sachdeva_star.smoke.seed1.reps2.jld2	star_join(complete_graph(100), 50)	ac	2	0	0.07097446918487549	0.08952999114990234	0.16050446033477783	91.0	9.196109455483578e-9
sachdeva_star.smoke.seed1.reps2.jld2	star_join(complete_graph(100), 50)	ac-s2m2	2	0	0.1572895050048828	0.028004050254821777	0.1852935552597046	29.5	6.985776456247907e-9
sachdeva_star.smoke.seed1.reps2.jld2	star_join(complete_graph(100), 50)	cmg-k	2	0	0.5169135332107544	0.055524468421936035	0.5724380016326904	10.0	3.0614161682612896e-9
sachdeva_star.smoke.seed1.reps2.jld2	star_join(complete_graph(100), 50)	cmg-v	2	0	0.055101633071899414	0.027618050575256348	0.08271968364715576	7.0	9.53221890083553e-12
